Id,Name,DOB,lat,lon,favPlace,Age
S1254,Rafik Hariri,1944-11-01 06:00:00.000000 +00:00,40.5142026,-88.9906312,Normal,20
S1255,Carlos Moya,1976-08-27 06:00:00.000000 +00:00,41.6475306,-88.0895061,Romeoville,28
S1256,Daw Aung San Suu Kyi,1945-06-19 06:00:00.000000 +00:00,45.1732394,-93.3030063,Coon Rapids,23
S1257,Boutros Boutros-Ghali,1922-11-14 06:00:00.000000 +00:00,37.5629917,-122.3255254,San Mateo,32
S1258,Howard Cross,1967-08-08 06:00:00.000000 +00:00,28.5383355,-81.3792365,Orlando,30
S1259,Karl Lagerfeld,1933-09-10 06:00:00.000000 +00:00,42.866632,-106.313081,Casper,20
S1260,Clyde Drexler,1962-06-22 06:00:00.000000 +00:00,32.844017,-97.1430671,Bedford,25
S1261,Leif Ove Andsnes,1970-04-07 06:00:00.000000 +00:00,34.2257255,-77.9447102,Wilmington,20
S1262,Guillermo Mota,1973-07-25 06:00:00.000000 +00:00,27.8428025,-82.6995443,Pinellas Park,33
S1263,Bruce Cutler,1948-04-29 06:00:00.000000 +00:00,25.9331488,-80.1625463,North Miami Beach,19
S1264,Terrence McNally,1938-11-03 06:00:00.000000 +00:00,39.114053,-94.6274636,Kansas City,32
S1265,Pete Seeger,1919-05-03 06:00:00.000000 +00:00,42.5834228,-71.8022955,Fitchburg,29
S1266,Mira Sorvino,1967-09-28 06:00:00.000000 +00:00,42.1391927,-87.9289591,Wheeling,23
S1267,Stevie Wonder,1950-05-13 06:00:00.000000 +00:00,42.3370413,-71.2092214,Newton,28
S1268,Jeremy M Boorda,1939-11-26 06:00:00.000000 +00:00,25.8900949,-80.1867138,North Miami,32
S1269,Joan Claybrook,1937-06-12 06:00:00.000000 +00:00,41.5242649,-72.0759105,Norwich,29
S1270,Richard Brookhiser,1955-02-23 06:00:00.000000 +00:00,40.735657,-74.1723667,Newark,29
S1271,Mark Rothko,1903-09-25 06:00:00.000000 +00:00,31.3112936,-92.4451371,Alexandria,22
S1272,L Jay Oliva,1933-09-23 06:00:00.000000 +00:00,45.1607987,-93.2349489,Blaine,32
S1273,Robert Frost,1874-03-26 06:00:00.000000 +00:00,26.1906306,-97.6961026,Harlingen,26
S1274,Jonathan Safran Foer,1977-02-21 06:00:00.000000 +00:00,34.6391501,-120.4579409,Lompoc,34
S1275,Tennessee Williams,1911-03-26 06:00:00.000000 +00:00,33.2148412,-97.1330683,Denton,31
S1276,Adolf Eichmann,1906-03-19 06:00:00.000000 +00:00,29.3013479,-94.7976958,Galveston,32
S1277,Louis Menand,1952-01-21 06:00:00.000000 +00:00,39.6136578,-86.1066526,Greenwood,27
S1278,Tilda Swinton,1960-11-05 06:00:00.000000 +00:00,36.6777372,-121.6555013,Salinas,35
S1279,Bobby Bonilla,1963-02-23 06:00:00.000000 +00:00,25.9420377,-80.2456045,Miami Gardens,24
S1280,Cuauhtemoc Cardenas,1934-05-01 06:00:00.000000 +00:00,38.4192496,-82.445154,Huntington,18
S1281,Rory Sabbatini,1976-04-02 06:00:00.000000 +00:00,27.5305671,-99.4803241,Laredo,21
S1282,Robert Zemeckis,1952-05-14 06:00:00.000000 +00:00,28.0836269,-80.6081089,Melbourne,30
S1283,Chevy Chase,1942-09-10 06:00:00.000000 +00:00,32.7995738,-97.2691817,Haltom City,20
S1284,John R Silber,1926-08-15 06:00:00.000000 +00:00,28.0344621,-80.5886646,Palm Bay,35
S1285,Barack Obama,1961-08-04 06:00:00.000000 +00:00,35.7212689,-77.9155395,Wilson,23
S1286,Eve Ensler,1953-05-25 06:00:00.000000 +00:00,40.8893895,-111.880771,Bountiful,28
S1287,Jim Courier,1970-08-17 06:00:00.000000 +00:00,37.5949316,-120.9577098,Ceres,35
S1288,John Wayne,1907-05-26 06:00:00.000000 +00:00,41.4047742,-81.7229086,Parma,19
S1289,Ben Stein,1944-11-25 06:00:00.000000 +00:00,44.0805434,-103.2310149,Rapid City,18
S1290,Benicio Del Toro,1967-02-19 06:00:00.000000 +00:00,33.9652918,-118.1514588,Bell Gardens,28
S1291,Fred Couples,1959-10-03 06:00:00.000000 +00:00,39.8083196,-104.9338675,Commerce City,37
S1292,Manny Ramirez,1972-05-30 06:00:00.000000 +00:00,42.1014831,-72.589811,Springfield,30
S1293,Isabel Allende,1942-08-02 06:00:00.000000 +00:00,40.5852602,-105.084423,Fort Collins,27
S1294,Mark Sanchez,1986-11-11 06:00:00.000000 +00:00,37.7249296,-122.1560768,San Leandro,22
S1295,Justina Morales,1987-02-19 06:00:00.000000 +00:00,33.2000368,-117.2425355,Vista,22
S1296,Diane Ravitch,1938-07-01 06:00:00.000000 +00:00,40.9312099,-73.8987469,Yonkers,18
S1297,John D Podesta,1949-01-08 06:00:00.000000 +00:00,39.1031182,-84.5120196,Cincinnati,23
S1298,Jeb Bush,1953-02-11 06:00:00.000000 +00:00,39.6417629,-77.7199932,Hagerstown,36
S1299,Philip Glass,1937-01-31 06:00:00.000000 +00:00,28.8028612,-81.269453,Sanford,18
S1300,James T McHugh,1932-01-03 06:00:00.000000 +00:00,40.6975898,-74.2631635,Union City,25
S1301,Bobby Fischer,1943-03-09 06:00:00.000000 +00:00,41.6639383,-83.555212,Toledo,33
S1302,Rodney Hampton,1969-04-03 06:00:00.000000 +00:00,31.5455001,-110.2772856,Sierra Vista,20
S1303,Trip Gabriel,1955-01-01 06:00:00.000000 +00:00,37.0870821,-76.4730122,Newport News,22
S1304,Langston Hughes,1902-02-01 06:00:00.000000 +00:00,41.5833688,-87.5000412,Hammond,29
S1305,Joe Paterno,1926-12-21 06:00:00.000000 +00:00,42.1662831,-87.9631308,Buffalo Grove,24
S1306,Joan Baez,1941-01-09 06:00:00.000000 +00:00,29.6196787,-95.6349463,Sugar Land,23
S1307,Mikhail Baryshnikov,1948-01-27 06:00:00.000000 +00:00,34.7303688,-86.5861037,Huntsville,32
S1308,David Rabe,1940-03-10 06:00:00.000000 +00:00,38.1341477,-121.2722194,Lodi,19
S1309,Nydia M Velazquez,1953-03-28 06:00:00.000000 +00:00,47.8106521,-122.3773552,Edmonds,21
S1310,Steven Pinker,1954-09-18 06:00:00.000000 +00:00,32.6518004,-96.9083366,Duncanville,31
S1311,Indira Gandhi,1917-11-19 06:00:00.000000 +00:00,35.9382103,-77.7905339,Rocky Mount,31
S1312,Bobby Flay,1964-12-10 06:00:00.000000 +00:00,42.6389216,-83.2910468,Pontiac,30
S1313,Ian Wilmut,1944-07-07 06:00:00.000000 +00:00,32.6781085,-117.0991967,National City,26
S1314,Donovan Bailey,1967-12-16 06:00:00.000000 +00:00,37.6688205,-122.0807964,Hayward,37
S1315,Marty McSorley,1963-05-18 06:00:00.000000 +00:00,43.0962143,-79.0377388,Niagara Falls,25
S1316,Mitchell E Jr Daniels,1949-04-07 06:00:00.000000 +00:00,39.5349112,-119.7526886,Sparks,21
S1317,Vivienne Westwood,1941-04-08 06:00:00.000000 +00:00,36.3274502,-119.6456844,Hanford,21
S1318,Jeff Bingaman,1943-10-03 06:00:00.000000 +00:00,33.8169599,-118.0372852,Cypress,37
S1319,Eugene A Ludwig,1946-04-11 06:00:00.000000 +00:00,41.0997803,-80.6495194,Youngstown,31
S1320,Baltasar Garzon,1955-10-26 06:00:00.000000 +00:00,34.6992579,-86.7483318,Madison,21
S1321,Richard Dooling,1954-01-01 06:00:00.000000 +00:00,34.0555693,-117.1825381,Redlands,32
S1322,Mir Hussein Moussavi,1942-03-02 06:00:00.000000 +00:00,37.3058839,-89.5181476,Cape Girardeau,23
S1323,Anna Politkovskaya,1958-08-30 06:00:00.000000 +00:00,43.5407172,-116.5634624,Nampa,35
S1324,Uta Hagen,1919-06-12 06:00:00.000000 +00:00,38.9071923,-77.0368707,Washington,28
S1325,Mike Ditka,1939-10-18 06:00:00.000000 +00:00,41.8661403,-88.1070127,Wheaton,32
S1326,Sidney Lumet,1924-06-25 06:00:00.000000 +00:00,32.5920798,-96.7561082,Lancaster,26
S1327,Carl Levin,1934-06-28 06:00:00.000000 +00:00,34.1064001,-117.3703235,Rialto,32
S1328,Rick Santorum,1958-05-10 06:00:00.000000 +00:00,46.8771863,-96.7898034,Fargo,29
S1329,Richard Blumenthal,1946-02-13 06:00:00.000000 +00:00,40.6936488,-89.5889864,Peoria,27
S1330,Tom Stoppard,1937-07-03 06:00:00.000000 +00:00,41.2523634,-95.9979883,Omaha,34
S1331,Eric Rohmer,1920-03-21 06:00:00.000000 +00:00,33.640855,-117.603104,Rancho Santa Margarita,22
S1332,Gene Kelly,1912-08-23 06:00:00.000000 +00:00,39.1836082,-96.5716694,Manhattan,36
S1333,Jacques A Nasser,1947-12-12 06:00:00.000000 +00:00,33.8302961,-116.5452921,Palm Springs,29
S1334,Ric Burns,1955-01-01 06:00:00.000000 +00:00,32.715738,-117.1610838,San Diego,26
S1335,Walter Cronkite,1916-11-04 06:00:00.000000 +00:00,38.440429,-122.7140548,Santa Rosa,26
S1336,Mary Cassatt,1844-05-22 06:00:00.000000 +00:00,42.6334247,-71.3161718,Lowell,20
S1337,Gene Budig,1939-05-25 06:00:00.000000 +00:00,36.060949,-95.7974526,Broken Arrow,35
S1338,Bob Woodward,1943-03-26 06:00:00.000000 +00:00,47.3809335,-122.2348431,Kent,21
S1339,Anne Frank,1929-06-12 06:00:00.000000 +00:00,36.1626638,-86.7816016,Nashville,30
S1340,Ahmed Qurei,1937-03-26 06:00:00.000000 +00:00,40.8859325,-74.0434736,Hackensack,33
S1341,Samuel Waksal,1947-09-08 06:00:00.000000 +00:00,39.9205411,-105.0866504,Broomfield,29
S1342,Ilan Ramon,1954-06-20 06:00:00.000000 +00:00,35.9940329,-78.898619,Durham,26
S1343,Michael Connelly,1956-07-21 06:00:00.000000 +00:00,37.688889,-97.336111,Wichita,36
S1344,Mike Hampton,1972-09-09 06:00:00.000000 +00:00,33.7805388,-116.4668036,Cathedral City,31
S1345,Andrew S Grove,1936-09-02 06:00:00.000000 +00:00,44.6496868,-93.24272,Lakeville,26
S1346,Sugar Ray Leonard,1956-05-17 06:00:00.000000 +00:00,41.8994744,-87.9403418,Elmhurst,26
S1347,Aries Wiranto,1947-04-04 06:00:00.000000 +00:00,26.1595194,-97.9908366,Weslaco,26
S1348,Chris Gatling,1967-09-03 06:00:00.000000 +00:00,42.9614039,-88.0125865,Greenfield,34
S1349,Gennifer Flowers,1950-01-24 06:00:00.000000 +00:00,37.36883,-122.0363496,Sunnyvale,24
S1350,Sylvia Plath,1932-10-27 06:00:00.000000 +00:00,36.9741171,-122.0307963,Santa Cruz,34
S1351,Don Larsen,1929-08-07 06:00:00.000000 +00:00,42.5847425,-87.8211854,Kenosha,35
S1352,Iva Majoli,1977-08-12 06:00:00.000000 +00:00,40.7933949,-77.8600012,State College,26
S1353,Mel Brooks,1926-06-28 06:00:00.000000 +00:00,40.75839,-82.5154471,Mansfield,18
S1354,Jay Haas,1953-12-02 06:00:00.000000 +00:00,39.9356016,-91.4098726,Quincy,36
S1355,Albio Sires,1951-01-26 06:00:00.000000 +00:00,26.2378597,-80.1247667,Pompano Beach,33
S1356,Lawrence Lessig,1961-06-03 06:00:00.000000 +00:00,31.4637723,-100.4370375,San Angelo,31
S1357,Charlie Trotter,1959-09-08 06:00:00.000000 +00:00,40.4842027,-88.9936873,Bloomington,32
S1358,Samuel Ramey,1942-03-28 06:00:00.000000 +00:00,37.7396513,-121.4252227,Tracy,34
S1359,Stewart Cink,1973-05-21 06:00:00.000000 +00:00,34.9495672,-81.9320482,Spartanburg,25
S1360,Bill Janklow,1939-09-13 06:00:00.000000 +00:00,42.7653662,-71.467566,Nashua,33
S1361,John Corigliano,1938-02-16 06:00:00.000000 +00:00,32.8406946,-83.6324022,Macon,31
S1362,Glen Sather,1943-09-02 06:00:00.000000 +00:00,40.7062128,-73.6187397,Hempstead,32
S1363,Warren M Christopher,1925-10-27 06:00:00.000000 +00:00,39.9259463,-75.1196199,Camden,22
S1364,Shane Spencer,1972-02-20 06:00:00.000000 +00:00,33.7222445,-116.3744556,Palm Desert,28
S1365,Jim Calhoun,1942-05-10 06:00:00.000000 +00:00,42.0255827,-88.1784085,Streamwood,32
S1366,Harvey Fierstein,1952-06-06 06:00:00.000000 +00:00,36.7682088,-76.2874927,Chesapeake,28
S1367,Mika Hakkinen,1968-09-28 06:00:00.000000 +00:00,40.0992294,-83.1140771,Dublin,36
S1368,Sumner M Redstone,1923-05-27 06:00:00.000000 +00:00,34.2163937,-119.0376023,Camarillo,33
S1369,Mark Fuhrman,1952-02-05 06:00:00.000000 +00:00,43.2341813,-86.2483921,Muskegon,34
S1370,Susan Sarandon,1946-10-04 06:00:00.000000 +00:00,40.6639916,-74.2107006,Elizabeth,36
S1371,Robert S Bennett,1939-01-01 06:00:00.000000 +00:00,61.2180556,-149.9002778,Anchorage,36
S1372,Ann Powers,1964-02-04 06:00:00.000000 +00:00,48.2329668,-101.2922906,Minot,29
S1373,Larry King,1933-11-19 06:00:00.000000 +00:00,26.0764783,-80.2521157,Davie,19
S1374,David N Dinkins,1927-07-10 06:00:00.000000 +00:00,26.2034071,-98.2300124,McAllen,28
S1375,Richard Greenberg,1958-02-22 06:00:00.000000 +00:00,33.1972465,-96.6397822,McKinney,18
S1376,Frank Stella,1936-05-12 06:00:00.000000 +00:00,31.1171194,-97.7277959,Killeen,23
S1377,Cancer Dalai Lama,1935-07-06 06:00:00.000000 +00:00,41.04422,-83.6499321,Findlay,25
S1378,Alistair Cooke,1908-11-20 06:00:00.000000 +00:00,37.8043637,-122.2711137,Oakland,30
S1379,Jurgen E Schrempp,1944-09-15 06:00:00.000000 +00:00,37.3860517,-122.0838511,Mountain View,21
S1380,Samuel Langhorne Clemens,1835-11-30 06:00:00.000000 +00:00,33.6680772,-117.3272615,Lake Elsinore,29
S1381,Harold Prince,1928-01-30 06:00:00.000000 +00:00,35.2219971,-101.8312969,Amarillo,19
S1382,Kevin Costner,1955-01-18 06:00:00.000000 +00:00,40.2338438,-111.6585337,Provo,23
S1383,Jimmy Key,1961-04-22 06:00:00.000000 +00:00,33.7489954,-84.3879824,Atlanta,25
S1384,C Virginia Fields,1945-08-06 06:00:00.000000 +00:00,34.0625106,-118.1228476,Monterey Park,18
S1385,Sonny Rollins,1930-09-07 06:00:00.000000 +00:00,41.3144966,-81.83569,Strongsville,20
S1386,Osama Bin Laden,1957-03-10 06:00:00.000000 +00:00,36.9613356,-120.0607176,Madera,34
S1387,Roy Lichtenstein,1923-10-27 06:00:00.000000 +00:00,39.8403147,-88.9548001,Decatur,24
S1388,Herbert Muschamp,1947-11-28 06:00:00.000000 +00:00,42.0028761,-71.5147839,Woonsocket,19
S1389,Ronald Radosh,1937-01-01 06:00:00.000000 +00:00,30.6953657,-88.0398912,Mobile,22
S1390,Frank Sinatra,1915-12-12 06:00:00.000000 +00:00,38.1040864,-122.2566367,Vallejo,28
S1391,Vincent Jr Cianci,1941-04-30 06:00:00.000000 +00:00,34.1397292,-118.0353449,Arcadia,37
S1392,Donald Fehr,1948-06-18 06:00:00.000000 +00:00,35.042036,-89.6645266,Collierville,28
S1393,Mel Carnahan,1934-02-11 06:00:00.000000 +00:00,38.5767017,-92.1735164,Jefferson City,33
S1394,Geoffrey Wheatcroft,1945-12-23 06:00:00.000000 +00:00,32.5007037,-94.7404891,Longview,26
S1395,Conor McPherson,1971-08-06 06:00:00.000000 +00:00,33.3061605,-111.8412502,Chandler,30
S1396,Anthony Trollope,1815-04-24 06:00:00.000000 +00:00,39.8027644,-105.0874842,Arvada,25
S1397,Amr Moussa,1936-10-03 06:00:00.000000 +00:00,34.095287,-118.1270146,Alhambra,31
S1398,Stephen L Carter,1954-10-26 06:00:00.000000 +00:00,40.486427,-86.1336033,Kokomo,18
S1399,Humphrey Bogart,1899-12-25 06:00:00.000000 +00:00,26.1723065,-80.1319893,Oakland Park,34
S1400,Bill Richardson,1947-11-15 06:00:00.000000 +00:00,39.768403,-86.158068,Indianapolis,27
S1401,Mark Penn,1954-01-15 06:00:00.000000 +00:00,26.5317866,-80.0905465,Boynton Beach,26
S1402,Mitsuko Uchida,1948-12-20 06:00:00.000000 +00:00,33.4150485,-111.5495777,Apache Junction,28
S1403,Libra Caravaggio,1571-09-29 06:00:00.000000 +00:00,42.0664167,-87.9372908,Mount Prospect,22
S1404,Jonathan Pryce,1947-06-01 06:00:00.000000 +00:00,41.7798226,-71.4372796,Cranston,22
S1405,Frederick Chiluba,1943-04-30 06:00:00.000000 +00:00,40.4167022,-86.8752869,Lafayette,35
S1406,Matthew Shepard,1976-12-01 06:00:00.000000 +00:00,38.8813958,-94.8191285,Olathe,24
S1407,James A Jr Traficant,1941-05-01 06:00:00.000000 +00:00,34.0289259,-84.198579,Johns Creek,34
S1408,Leon Wieseltier,1952-06-14 06:00:00.000000 +00:00,36.0726354,-79.7919754,Greensboro,35
S1409,Katrina Leung,1954-01-01 06:00:00.000000 +00:00,42.2917069,-85.5872286,Kalamazoo,32
S1410,David Duchovny,1960-08-07 06:00:00.000000 +00:00,45.4312294,-122.7714861,Tigard,34
S1411,Mitt Romney,1947-03-12 06:00:00.000000 +00:00,34.7540524,-77.4302414,Jacksonville,24
S1412,Guy Ritchie,1968-09-10 06:00:00.000000 +00:00,38.7071247,-121.2810611,Citrus Heights,20
S1413,Ernesto Perez Balladares,1946-06-29 06:00:00.000000 +00:00,33.2098407,-87.5691735,Tuscaloosa,18
S1414,Ray Bourque,1960-12-28 06:00:00.000000 +00:00,41.7317884,-93.6001278,Ankeny,23
S1415,Edward R Korman,1942-10-25 06:00:00.000000 +00:00,33.9164032,-118.3525748,Hawthorne,23
S1416,Peter Boal,1965-01-01 06:00:00.000000 +00:00,33.4053867,-86.8113781,Hoover,20
S1417,Isabelle Huppert,1953-03-16 06:00:00.000000 +00:00,26.4614625,-80.0728201,Delray Beach,23
S1418,William F Weld,1945-07-31 06:00:00.000000 +00:00,26.6617635,-80.2683571,Wellington,22
S1419,Joseph V Jr Doria,1946-06-28 06:00:00.000000 +00:00,35.1359386,-114.5285981,Bullhead City,35
S1420,Abdelbaset Ali Mohmed al- Megrahi,1952-04-01 06:00:00.000000 +00:00,26.1003654,-80.3997748,Weston,34
S1421,Carlos Saul Menem,1930-07-02 06:00:00.000000 +00:00,42.6064095,-83.1497751,Troy,18
S1422,Andrew S Fastow,1961-12-22 06:00:00.000000 +00:00,40.9114882,-73.7823549,New Rochelle,35
S1423,Patrick Ewing,1962-08-05 06:00:00.000000 +00:00,37.9577016,-121.2907796,Stockton,27
S1424,Virgo Moby,1965-09-11 06:00:00.000000 +00:00,42.4894801,-83.1446485,Royal Oak,19
S1425,Graham Greene,1904-10-02 06:00:00.000000 +00:00,28.6122187,-80.8075537,Titusville,19
S1426,Mary Ellen Clark,1962-12-25 06:00:00.000000 +00:00,33.5225261,-117.7075526,Laguna Niguel,34
S1427,Beverly Sills,1929-05-25 06:00:00.000000 +00:00,47.6732281,-117.2393748,Spokane Valley,36
S1428,Alan Jay Lerner,1918-08-31 06:00:00.000000 +00:00,33.6411316,-117.9186689,Costa Mesa,27
S1429,Patrick J Buchanan,1938-11-02 06:00:00.000000 +00:00,32.7459645,-96.9977846,Grand Prairie,29
S1430,Albert C Barnes,1872-01-02 06:00:00.000000 +00:00,36.8354258,-76.2982742,Portsmouth,20
S1431,Phil Gramm,1942-07-08 06:00:00.000000 +00:00,47.0342629,-122.8231915,Lacey,29
S1432,James Naughton,1945-12-06 06:00:00.000000 +00:00,35.732652,-78.8502856,Apex,29
S1433,Omar Minaya,1958-11-10 06:00:00.000000 +00:00,42.4999942,-96.4003069,Sioux City,30
S1434,Marcel Duchamp,1887-07-28 06:00:00.000000 +00:00,33.0369867,-117.2919818,Encinitas,19
S1435,Tom Harkin,1939-11-19 06:00:00.000000 +00:00,40.114955,-111.654923,Spanish Fork,27
S1436,Ernest F Hollings,1922-01-01 06:00:00.000000 +00:00,33.9816812,-118.2250725,Huntington Park,37
S1437,Tom Seaver,1944-11-17 06:00:00.000000 +00:00,44.8546856,-93.470786,Eden Prairie,34
S1438,Dave Barry,1947-07-03 06:00:00.000000 +00:00,33.5805955,-112.2373779,Peoria,37
S1439,David M Brown,1956-04-16 06:00:00.000000 +00:00,33.4255104,-111.9400054,Tempe,29
S1440,Jon Robin Baitz,1961-11-04 06:00:00.000000 +00:00,39.7390721,-75.5397878,Wilmington,29
S1441,Steven Seagal,1952-04-10 06:00:00.000000 +00:00,40.6677248,-111.9388258,Taylorsville,24
S1442,Maria Sharapova,1987-04-19 06:00:00.000000 +00:00,42.324204,-83.400211,Westland,19
S1443,Valerie Plame,1963-08-13 06:00:00.000000 +00:00,32.7667955,-96.5991593,Mesquite,29
S1444,Mary J Blige,1971-01-11 06:00:00.000000 +00:00,36.0956918,-79.4377991,Burlington,37
S1445,David Baltimore,1938-03-07 06:00:00.000000 +00:00,32.912624,-96.6388833,Garland,35
S1446,F Scott Fitzgerald,1896-09-24 06:00:00.000000 +00:00,37.9357576,-122.3477486,Richmond,33
S1447,William H Macy,1949-03-13 06:00:00.000000 +00:00,46.8083268,-100.7837392,Bismarck,31
S1448,Shashi Tharoor,1958-03-09 06:00:00.000000 +00:00,39.1637984,-119.7674034,Carson City,35
S1449,Chien-Ming Wang,1980-03-31 06:00:00.000000 +00:00,35.7478769,-95.3696909,Muskogee,35
S1450,Robert De Niro,1943-08-17 06:00:00.000000 +00:00,33.4734978,-82.0105148,Augusta-Richmond County,20
S1451,Ozzie Smith,1954-12-26 06:00:00.000000 +00:00,35.0526641,-78.8783585,Fayetteville,30
S1452,Clive Davis,1932-04-04 06:00:00.000000 +00:00,31.5785074,-84.155741,Albany,26
S1453,Capricorn Aaliyah,1979-01-16 06:00:00.000000 +00:00,40.4594021,-74.360846,Sayreville,30
S1454,Michael Chang,1972-02-22 06:00:00.000000 +00:00,37.5296593,-122.0402399,Newark,37
S1455,Gary L Ackerman,1942-11-19 06:00:00.000000 +00:00,34.0286226,-117.8103367,Diamond Bar,28
S1456,Miguel Estrada,1961-09-25 06:00:00.000000 +00:00,34.6059253,-86.9833417,Decatur,36
S1457,Pierre-Laurent Aimard,1957-09-09 06:00:00.000000 +00:00,35.0456297,-85.3096801,Chattanooga,24
S1458,Betty Friedan,1921-02-04 06:00:00.000000 +00:00,38.2775702,-85.7371847,Jeffersonville,27
S1459,Robert L Nardelli,1948-05-17 06:00:00.000000 +00:00,41.9950276,-88.1856301,Bartlett,23
S1460,Nadine Lockwood,1991-01-01 06:00:00.000000 +00:00,34.0852868,-117.9608978,Baldwin Park,23
S1461,Ahmad Chalabi,1944-10-30 06:00:00.000000 +00:00,25.790654,-80.1300455,Miami Beach,30
S1462,Vincent W Jr Foster,1945-01-15 06:00:00.000000 +00:00,35.6145169,-88.8139469,Jackson,27
S1463,Brent Scowcroft,1925-03-19 06:00:00.000000 +00:00,29.8849504,-93.939947,Port Arthur,24
S1464,Alger Hiss,1904-11-11 06:00:00.000000 +00:00,35.2827524,-120.6596156,San Luis Obispo,18
S1465,C Vivian Stringer,1948-03-16 06:00:00.000000 +00:00,32.5420821,-97.3208492,Burleson,35
S1466,Tyson Gay,1982-08-09 06:00:00.000000 +00:00,33.6189101,-117.9289469,Newport Beach,35
S1467,Vijay Singh,1963-02-22 06:00:00.000000 +00:00,40.521893,-111.9391023,Riverton,23
S1468,Wolfgang Puck,1949-07-08 06:00:00.000000 +00:00,46.6020711,-120.5058987,Yakima,36
S1469,Gerard Schwarz,1947-08-19 06:00:00.000000 +00:00,39.7589478,-84.1916069,Dayton,32
S1470,John J Rigas,1924-11-24 06:00:00.000000 +00:00,30.3674198,-89.0928155,Gulfport,31
S1471,Charles L Mee,1938-09-15 06:00:00.000000 +00:00,33.7700504,-118.1937395,Long Beach,18
S1472,Thomas L Friedman,1953-07-20 06:00:00.000000 +00:00,39.7284944,-121.8374777,Chico,31
S1473,Sam Brownback,1956-09-12 06:00:00.000000 +00:00,31.3271189,-89.2903392,Hattiesburg,25
S1474,Elizabeth Taylor,1932-02-27 06:00:00.000000 +00:00,44.0520691,-123.0867536,Eugene,24
S1475,Frank McCourt,1930-08-19 06:00:00.000000 +00:00,34.0739016,-117.3136547,Colton,19
S1476,Bill Guerin,1970-11-09 06:00:00.000000 +00:00,34.0165053,-118.1137535,Montebello,34
S1477,Mickey Kantor,1939-08-07 06:00:00.000000 +00:00,37.6624312,-121.8746789,Pleasanton,35
S1478,Patricia Ireland,1945-10-19 06:00:00.000000 +00:00,47.9789848,-122.2020794,Everett,29
S1479,James A Kelly,1936-01-01 06:00:00.000000 +00:00,38.0608445,-97.9297743,Hutchinson,26
S1480,A O Scott,1966-07-10 06:00:00.000000 +00:00,38.2493581,-122.0399663,Fairfield,20
S1481,Sagittarius Kim Young Sam,1927-12-20 06:00:00.000000 +00:00,33.4355977,-112.3496021,Avondale,36
S1482,Jim Hodges,1956-11-19 06:00:00.000000 +00:00,41.5931049,-81.5267873,Euclid,30
S1483,William J Jr Pascrell,1937-01-25 06:00:00.000000 +00:00,42.3211522,-85.1797142,Battle Creek,34
S1484,Michael O Leavitt,1951-02-11 06:00:00.000000 +00:00,44.840798,-93.2982799,Bloomington,34
S1485,Diane Johnson,1934-04-28 06:00:00.000000 +00:00,41.5094771,-90.5787476,Rock Island,32
S1486,Laurent Kabila,1939-11-27 06:00:00.000000 +00:00,45.487062,-122.8037102,Beaverton,29
S1487,Cruz Bustamante,1953-01-04 06:00:00.000000 +00:00,29.9940924,-90.2417434,Kenner,37
S1488,James L Barksdale,1943-01-24 06:00:00.000000 +00:00,34.4047987,-103.2052272,Clovis,21
S1489,Edwidge Danticat,1969-01-19 06:00:00.000000 +00:00,42.7284117,-73.6917851,Troy,27
S1490,Mercedes Ruehl,1948-02-28 06:00:00.000000 +00:00,37.4323341,-121.8995741,Milpitas,30
S1491,Don DeLillo,1936-11-20 06:00:00.000000 +00:00,42.0333623,-87.8833991,Des Plaines,26
S1492,Jim Kolbe,1942-06-28 06:00:00.000000 +00:00,33.8722371,-117.8703363,Placentia,34
S1493,Elizabeth Swados,1951-02-05 06:00:00.000000 +00:00,41.900101,-71.0897674,Taunton,32
S1494,Phil Simms,1954-11-03 06:00:00.000000 +00:00,34.0775104,-117.6897776,Montclair,36
S1495,Neil Diamond,1941-01-24 06:00:00.000000 +00:00,36.3134397,-82.3534727,Johnson City,37
S1496,Shirley M Tilghman,1946-09-17 06:00:00.000000 +00:00,32.0835407,-81.0998342,Savannah,31
S1497,Daniel Libeskind,1946-05-12 06:00:00.000000 +00:00,41.2375569,-80.8184166,Warren,32
S1498,Baitullah Mehsud,1974-01-01 06:00:00.000000 +00:00,45.6387281,-122.6614861,Vancouver,28
S1499,Tadao Ando,1941-09-13 06:00:00.000000 +00:00,26.1669711,-80.256595,Sunrise,28
S1500,Jean-Yves Thibaudet,1961-09-07 06:00:00.000000 +00:00,40.1933767,-85.3863599,Muncie,26
S1501,Leonie M Brinkema,1944-06-26 06:00:00.000000 +00:00,40.3916172,-111.8507662,Lehi,20
S1502,Tom Ridge,1945-08-26 06:00:00.000000 +00:00,37.7749295,-122.4194155,San Francisco,28
S1503,Stephen S Roach,1945-09-16 06:00:00.000000 +00:00,34.0922335,-117.435048,Fontana,36
S1504,Bernadette Peters,1948-02-28 06:00:00.000000 +00:00,33.1506744,-96.8236116,Frisco,36
S1505,Campbell Scott,1961-07-19 06:00:00.000000 +00:00,33.9898188,-117.7325848,Chino Hills,23
S1506,Mark Philippoussis,1976-11-07 06:00:00.000000 +00:00,32.9628232,-117.0358646,Poway,21
S1507,Itamar Franco,1930-06-28 06:00:00.000000 +00:00,39.843947,-84.1246608,Huber Heights,34
S1508,Nora Ephron,1941-05-19 06:00:00.000000 +00:00,40.4862157,-74.4518188,New Brunswick,22
